id,department,number,school,title,course_level,department_alias,units,description,department_name,professor_history,prerequisite_tree,prerequisite_list,prerequisite_text,prerequisite_for,repeatability,grading_option,concurrent,same_as,restriction,overlap,corequisite,ge_list,ge_text,terms
SOCSCI178C,SOC SCI,178C,School of Social Sciences,Korean American Studies,Upper Division (100-199),[],"[4, 4]","Explores the factors that have distinctly shaped the Korean American experience, including patterns of racial domination, the profile of immigrant flow, immigrant roles in the urban political economy, politics in Korea, and the role of the church.",Social Science,['jwl'],,[],,[],,,,ASIANAM 151C.,,,,[],,"['2021 Winter', '2022 Fall']"
SOCSCI178D,SOC SCI,178D,School of Social Sciences,Vietnamese American Studies,Upper Division (100-199),[],"[4, 4]","Studies the resettlement of Vietnamese in the United States following their exodus from Southeast Asia. Topics include the Vietnam War, the 1975 evacuation, boat and land refugees, the shaping of Vietnamese communities, and Vietnamese American literature.",Social Science,[],,[],,[],,,,ASIANAM 151D.,,,,[],,"['2019 Winter', '2020 Spring']"
SOCSCI178E,SOC SCI,178E,School of Social Sciences,Japanese American Studies,Upper Division (100-199),[],"[4, 4]","Studies the settlement of Japanese in Hawaii and the continental United States since the late 19th century. Topics include sugar plantations, development of rural Japanese America, World War II internment, post-War community development, and persistence of Japanese American identity.",Social Science,[],,[],,[],,,,ASIANAM 151E.,,,,[],,[]
SOCSCI178F,SOC SCI,178F,School of Social Sciences,South Asian American Studies,Upper Division (100-199),[],"[4, 4]","Examines and compares the experiences of South Asian immigrants in the U.S. over time. Looks at the economic, political, and social positions of the immigrants, with special emphasis on religious changes and the changes in the second and later generations.",Social Science,[],,[],,[],,,,ASIANAM 151F.,Asian American Studies Majors have first consideration for enrollment. Social Policy/Public Service Majors have first consideration for enrollment.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
SOCSCI178H,SOC SCI,178H,School of Social Sciences,Southeast Asian American Studies,Upper Division (100-199),[],"[4, 4]","Analyzes experiences of refugees and immigrants from Southeast Asia, which may include those from Cambodia, Laos, Vietnam, and the Philippines. Examines political and economic factors for their exodus and how they reconstruct their identities, histories, and communities.",Social Science,['volt'],,[],,[],,,,ASIANAM 151H.,,,,[],,[]
SOCSCI178J,SOC SCI,178J,School of Social Sciences,Chinese American Studies,Upper Division (100-199),[],"[4, 4]","Analyzes the experiences of Chinese in the United States. Immigration, Chinese exclusion, racial and gender identity. Historical overview and contemporary issues covered.",Social Science,['jwl'],,[],,[],,,,ASIANAM 151J.,,,,[],,[]
SOCSCI178K,SOC SCI,178K,School of Social Sciences,Filipina/Filipino American Studies,Upper Division (100-199),[],"[4, 4]","Explores the experience of Filipina/Filipino Americans from the era of Spanish colonization of the Philippines to present-day community formations in the United States, with special emphasis on the 20th century. Topics include colonialism, nation, migration, gender, and culture.",Social Science,[],,[],,[],,,,ASIANAM 151K.,,,,[],,[]
SOCSCI179,SOC SCI,179,School of Social Sciences,Special Topics in Asian American Studies,Upper Division (100-199),[],"[4, 4]",Studies in selected areas of Asian American Studies. Topics addressed vary each quarter.,Social Science,"['volt', 'jwl', 'lenriqu1', 'casmith', 'csmith5']",,[],,[],Unlimited as topics vary.,,,,,,,[],,"['2019 Winter', '2020 Spring', '2020 Fall', '2021 Fall', '2022 Fall']"
SOCSCI181A,SOC SCI,181A,School of Social Sciences,Ethical Leadership,Upper Division (100-199),[],"[4, 4]","Explores historical and contemporary theories of ethical and unethical leadership.  Examines models of ""good leadership"" such as cardinal and monastic virtues; and models of ""bad leadership,"" such as Machiavelli's Prince.  Explores the philosophies, styles, and accomplishments of leaders.",Social Science,['pkelley'],,[],,[],,,,,School of Social Sciences students have first consideration for enrollment.,,,[],,"['2019 Winter', '2020 Spring', '2021 Spring', '2022 Spring']"
SOCSCI183A,SOC SCI,183A,School of Social Sciences,Global and International Studies Forum,Upper Division (100-199),[],"[4, 4]",A faculty-student forum featuring lectures from a variety of institutions with discussion issues related to Global and International Studies.,Social Science,"['edarian', 'kamal', 'vbernal', 'dbrunste', 'goodmas1', 'mccartyp', 'longb', 'clynch', 'yalbulus', 'swgood', 'mzhan']",,[],,[],May be taken for credit 4 times.,,,"SOCECOL 183A, INTL ST 183A.",,,,[],,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Summer2', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
SOCSCI183B,SOC SCI,183B,School of Social Sciences,Seminar in Mediation,Upper Division (100-199),[],"[4, 4]",Student develop mediation skills and refine knowledge in the practice and theory of conflict resolution. Students who complete this course may serve as mediators in the Campus Mediation Program. Course is a prerequisite to completing Indep Study as an intern.,Social Science,[],,[],,[],,,,"INTL ST 183B, SOCECOL 183B.",International Studies Majors have first consideration for enrollment. School of Humanities students have first consideration for enrollment. School of Social Ecology students have first consideration for enrollment. School of Social Sciences students have first consideration for enrollment.,,,[],,['2020 Winter']
SOCSCI183CW,SOC SCI,183CW,School of Social Sciences,Seminar Conflict Resolution,Upper Division (100-199),[],"[4, 4]","Designed for seniors who are pursuing the International Studies major and/or minor. Provides a forum in which students will refine skills and theory in the study of cooperation and conflict, from local to global arenas. Students write research paper.",Social Science,[],,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,INTL ST 183CW.,International Studies Majors have first consideration for enrollment.,,,['GE Ib: Upper Division Writing'],(Ib),"['2019 Winter', '2019 Spring', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Spring', '2022 Fall']"
SOCSCI183E,SOC SCI,183E,School of Social Sciences,Conflict Resolution in Cross-Cultural Perspective,Upper Division (100-199),[],"[4, 4]","Examines theories of conflict management. Analyzes how conflict is mitigated in diverse cultures: at the interpersonal level, between groups, and on the international scale. Students discuss readings, hear from conflict management practitioners, and simulate negotiations.",Social Science,[],,[],,[],,,,"ANTHRO 136D, POL SCI 154G, INTL ST 183E.",,,,['GE VIII: International/Global Issues'],(VIII),"['2020 Spring', '2021 Spring', '2021 Fall']"
SOCSCI184A,SOC SCI,184A,School of Social Sciences,Sage Leader Research I,Upper Division (100-199),[],"[2, 2]","Participants in the SAGE Scholars Program learn to define leadership concepts, discover various leadership styles, and develop strong leadership and communication skills resulting in strengthened ability to contribute to and interact with UCI and the Orange County community.",Social Science,['cdserese'],,[],,[],,Pass/no pass only.,,,SAGE Scholars Program students only.,,,[],,"['2019 Winter', '2020 Winter', '2021 Spring', '2022 Spring']"
SOCSCI184B,SOC SCI,184B,School of Social Sciences,Sage Leader Research II,Upper Division (100-199),[],"[4, 4]","Provides a survey of contemporary topics and challenges in the fields of management and leadership. Case studies and text by leading authors are used to analyze key leadership issues in twenty-first century, with particular emphasis on current events.",Social Science,[],,[],,[],,,,,SAGE Scholars Program students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
SOCSCI184GW,SOC SCI,184GW,School of Social Sciences,Media Writing,Upper Division (100-199),[],"[4, 4]","Designed to teach reporting and news writing basics.  Students learn how to gather and organize information, ask effective questions, develop story ideas, research facts, and write stories on deadline.",Social Science,[],,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,,International Studies Majors have first consideration for enrollment.,"IS XI155B, SSCI XI184G.",,['GE Ib: Upper Division Writing'],(Ib),"['2019 Summer1', '2019 Summer10wk', '2019 Summer2', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2022 Summer1', '2022 Summer10wk', '2022 Summer2']"
SOCSCI185W,SOC SCI,185W,School of Social Sciences,People in Society,Upper Division (100-199),[],"[4, 4]","Through readings about people in distinctly different societies throughout history, students learn concepts that cross the boundaries of the social science disciplines. Such themes as democracy, elitism, power, social class, and gender are the basis for discussion and writing.",Social Science,"['castellj', 'bmpetrov', 'vlwright']",,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,,School of Social Sciences students only.,,,['GE Ib: Upper Division Writing'],(Ib),"['2019 Winter', '2019 Fall', '2020 Winter', '2020 Fall', '2021 Winter', '2021 Fall', '2022 Winter']"
SOCSCI187,SOC SCI,187,School of Social Sciences,Twenty-First-Century Graduate Education,Upper Division (100-199),[],"[2, 2]","Graduate and professional education in twenty-first century United States. Examines  strategies for admission to postbaccalaureate programs and success in graduate study culture. Introduction to processes including planning and preparation, school selection, entrance examination preparation, submission of applications, writing personal statements.",Social Science,"['castellj', 'cdserese']",,[],,[],,Pass/no pass only.,,,Upper-division students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
SOCSCI188A,SOC SCI,188A,School of Social Sciences,Introduction to Contemporary Middle East Politics,Upper Division (100-199),[],"[4, 4]","An overview of basic issues that shape the politics of the Middle East and North Africa. Themes include implication of the colonization era, nation-state formation, inter-Arab relations, nationalism, Arab-Israel conflict, Islamic resurgence, and more.",Social Science,['bmpetrov'],,[],,[],,,,"INTL ST 165, POL SCI 158D.",,,,[],,"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
SOCSCI188K,SOC SCI,188K,School of Social Sciences,Political Islam,Upper Division (100-199),[],"[4, 4]","Political Islamd is a diverse phenomenon. While noticeable barriers exist to ""Islamist democracy,"" it is the Islamists who will define the political future of much of the Muslim world. Reviews the experience of Saudi Arabia, Egypt, Pakistan, Turkey, and Indonesia.",Social Science,['bmpetrov'],,[],,[],,,,INTL ST 161A.,,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
SOCSCI189,SOC SCI,189,School of Social Sciences,Special Topics in Social Sciences,Upper Division (100-199),[],"[2, 4]",Studies in selected areas of social sciences. Topics addressed vary each quarter.,Social Science,"['ssellgre', 'kamal', 'mccartyp', 'ajvaldez', 'wmmaurer', 'noalao', 'bmpetrov', 'volt', 'arosas1', 'castellj', 'ldesipio', 'gmflores', 'mtesler', 'gggonzal', 'gboushey', 'longb', 'clynch', 'pkelley', 'vlwright', 'cdserese']",,[],,[],Unlimited as topics vary.,,,,School of Social Sciences students have first consideration for enrollment.,,,[],,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Fall']"
SOCSCI191,SOC SCI,191,School of Social Sciences,Graduate-Mentored Study in the Social Sciences,Upper Division (100-199),[],"[4, 4]",Offers a hands-on research experience while increasing awareness of the various disciplines in the social sciences and of the requirements of graduate school.  Features graduate-mentored study under the supervision of the Associate Dean.,Social Science,[],,[], Identification of a graduate student (who is in good standing) as a mentor.,[],,Pass/no pass only.,,,,,,[],,[]
SOCSCI193A,SOC SCI,193A,School of Social Sciences,Field Studies in Social Policy and Public Service,Upper Division (100-199),[],"[4, 4]","Advanced training in qualitative and ethnographic research centered on community service. Students pursue field studies at nonprofit agencies (200 hours) to understand current social problems in underrepresented and underserved communities. Through field placement, students apply theory to practice.",Social Science,['castellj'],"{""OR"":[""SOCIOL 63"",""SOC SCI 70C""]}","['SOC SCI 70C', 'SOCIOL 63']", SOC SCI 70C or SOCIOL 63. Satisfactory completion of the Lower-Division Writing requirement.,['SOC SCI 193B'],,,,SPPS 193A.,Social Policy/Public Service Majors only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
